id;tanggal;keterangan;jumlah;bank;cabang;allocate;remark;checked_by;checked_time;checker_status;checker_remark
139;2012-07-20;SETORAN TUNAI MARWAN SEMEN 500 SAK UD MARYAM 7530 I NVOISE TDK DIBERKN KE PANGLONG ;20000000.00;BCA;297;0;;08/11/12;0000-00-00 00:00:00;0;
140;2012-07-20;KR OTOMATIS LLG-MESTIKA DHARMA TJIO TJIN TJAI/CANBCA HM.YAMIN MEDAN;19750000.00;BCA;965;0;;08/11/12;0000-00-00 00:00:00;0;
141;2012-07-20;TRSF E-BANKING CR 2007/FTSCY/WS95011 79000000 bayar semen 2000 sak dr tiga saudarROMI ;79000000.00;BCA;0;0;;08/11/12;0000-00-00 00:00:00;0;
142;2012-07-20;TRSF E-BANKING CR 2007/FTSCY/WS95011 77000000 pengembalian dari JOHANJOHAN WIJAYA ;77000000.00;BCA;0;0;;08/11/12;0000-00-00 00:00:00;0;
143;2012-07-14;HAMZAH Setor Tunai;20250000.00;Mandiri;;1;HAMZAH Setor Tunai dari Darul Ilmi 02755;dani;10/23/12 09:17 PM;0;
144;2012-07-16;SITI SAFUAN/UD GAMBIR Setor Tunai;20500000.00;Mandiri;;1;SITI SAFUAN/UD GAMBIR Setor Tunai Do 7436;dani;10/23/12 09:19 PM;0;
145;2012-07-16;DARI SUHARTONO Transfer ATMS1AW1078/9767/ATM-TJ BALAI;21650000.00;Mandiri;;1;DARI SUHARTONO Transfer Pl. Sinar jaya tjb Do 7389;dani;10/23/12 09:18 PM;0;
146;2012-07-17;PEMBY SEMEN 500 SAK/MAJU JAYA Setor Tunai;20000000.00;Mandiri;;1;PEMBY SEMEN 500 SAK PL. MAJU JAYA Setor Tunai Do 7207;dani;10/23/12 09:20 PM;0;
147;2012-07-20;PEM UANG SEMEN A/N RATT EVIS WESLI SSetor Tunai;19000000.00;Mandiri;;1;PEM UANG SEMEN A/N RATT EVIS WESLISetor Tunai PL. reyeni 02632;dani;10/23/12 09:24 PM;0;
148;2012-07-20;PEMB. SEMEN 01817 UD. USAHA BARU Setor Tunai;20500000.00;Mandiri;;1;UD. USAHA BARU Setor Tunai 02633;dani;10/23/12 09:22 PM;0;
149;2012-07-20;Setor Tunai;13250000.00;Mandiri;;1;Setor Tunai PL. Munawar 02833;dani;10/23/12 09:23 PM;0;
150;2012-07-20;DARI MUNAWAR Transfer ATMS1AM106K/4532/ATM-MD KS USU 1;7000000.00;Mandiri;;1;Setor Tunai PL. Munawar 02833;dani;10/23/12 09:23 PM;0;
151;2012-07-23;SETORAN KLIRING #WARKAT L:00 I:01 SUMBER ILHAMCBD;19875000.00;BCA;8115;0;;08/13/12;0000-00-00 00:00:00;0;
152;2012-07-23;SETORAN KLIRING #WARKAT L:01 I:00 PT KLUMPANG JAYA 7380;19750000.00;BCA;8115;0;;08/13/12;0000-00-00 00:00:00;0;
153;2012-07-23;SETORAN KLIRING #WARKAT L:01 I:00 PT TAMBUN MANDIRI 5849;19750000.00;BCA;8115;0;;08/13/12;0000-00-00 00:00:00;0;
154;2012-07-23;SETORAN KLIRING #WARKAT L:01 I:00 PT DESA MAJU7165 7528;39500000.00;BCA;8115;0;;08/13/12;0000-00-00 00:00:00;0;
155;2012-07-23;SETORAN KLIRING #WARKAT L:01 I:00 PT ASBES ANGSA7235 7323;39500000.00;BCA;8115;0;;08/13/12;0000-00-00 00:00:00;0;
156;2012-07-23;SETORAN KLIRING #WARKAT L:00 I:01 PT MAJU JAYA7444;20000000.00;BCA;8115;0;;08/13/12;0000-00-00 00:00:00;0;
157;2012-07-23;SETORAN KLIRING #WARKAT L:01 I:00 SS JAYA 7413;19750000.00;BCA;8115;0;;08/13/12;0000-00-00 00:00:00;0;
158;2012-07-23;SETORAN KLIRING #WARKAT L:01 I:00 PT KARYA JAYA5950;19500000.00;BCA;8115;0;;08/13/12;0000-00-00 00:00:00;0;
159;2012-07-23;SETORAN KLIRING #WARKAT L:00 I:01 KLG KARUNIAJAYA S 002658;4750000.00;BCA;8285;0;;08/13/12;0000-00-00 00:00:00;0;
160;2012-07-23;SETORAN KLIRING #WARKAT L:00 I:01 KLG INDOMASDN 01790;19875000.00;BCA;8285;0;;08/13/12;0000-00-00 00:00:00;0;
161;2012-07-23;SETORAN KLIRING #WARKAT L:00 I:01 KLGINDOMASS002648;19875000.00;BCA;8285;0;;08/13/12;0000-00-00 00:00:00;0;
162;2012-07-23;SETORAN KLIRING #WARKAT L:00 I:01 KLGMANDIRI JA-YA;19875000.00;BCA;8285;0;;08/13/12;0000-00-00 00:00:00;0;
163;2012-07-23;TRSF E-BANKING CR 2107/FTSCY/WS95011 19750000.00byr DO.2771 dr ud.martimbul-ksrSUMARDI CHANDRA ;19750000.00;BCA;0;0;;08/13/12;0000-00-00 00:00:00;0;
164;2012-07-23;SETORAN TUNAI NOVISANTI DO 7491 (PL.RUDI);20000000.00;BCA;8115;0;;08/13/12;0000-00-00 00:00:00;0;
165;2012-07-23;SETORAN KLIRING KLG #WARKAT L:01 I:00 ;20000000.00;BCA;8285;0;;08/13/12;0000-00-00 00:00:00;0;
166;2012-07-23;SETORAN TUNAI EDY SUWANTO TJB ;19750000.00;BCA;52;0;;08/13/12;0000-00-00 00:00:00;0;
167;2012-07-23;SETORAN TUNAI SEDI SEMEN 500 SAK PL MUTIARA PANTA I 7557;19875000.00;BCA;8255;0;;08/13/12;0000-00-00 00:00:00;0;
168;2012-07-23;KR OTOMATIS LLG-DANAMON KEBON EDY ANTODuniaco KISARAN 7 (4010 2706);39500000.00;BCA;965;0;;08/13/12;0000-00-00 00:00:00;0;
169;2012-07-23;KR OTOMATIS LLG-PANIN-MEDAN NETTY MENETTA BR.PEMBAYARAN UNTUK 2 INVOICE;39750000.00;BCA;965;0;;08/13/12;0000-00-00 00:00:00;0;
170;2012-07-23;TRSF E-BANKING CR 07/23 79111 SEMEN 500 SAK AFD6 RITONGA M ALI WARDANA RITO;21250000.00;BCA;0;0;;08/13/12;0000-00-00 00:00:00;0;
171;2012-07-24;SETORAN KLIRING #WARKAT L:00 I:01 PL 78(8002786);20250000.00;BCA;8285;0;;08/13/12;0000-00-00 00:00:00;0;
172;2012-07-24;SETORAN KLIRING #WARKAT L:00 I:01 SERBA JADI(8002801);19750000.00;BCA;8285;0;;08/13/12;0000-00-00 00:00:00;0;
173;2012-07-24;SETORAN KLIRING #WARKAT L:00 I:01 SINAR JAYA(8002747);19750000.00;BCA;8285;0;;08/13/12;0000-00-00 00:00:00;0;
174;2012-07-24;KR OTOMATIS LLG-MESTIKA DHARMA SAUDARA JAYA KISARBCA KUALA TANJUNG ;19500000.00;BCA;965;0;;08/13/12;0000-00-00 00:00:00;0;
175;2012-07-24;SETORAN TUNAI MDN PL.DEPAN MESJID(BAD DEBT);500000.00;BCA;8115;0;;08/13/12;0000-00-00 00:00:00;0;
176;2012-07-24;SETORAN MDN SINAR JAYA(6386-6483-6699-6824-6987-7149-7490-2670);157500000.00;BCA;8115;0;;08/13/12;0000-00-00 00:00:00;0;
177;2012-07-24;SETORAN TUNAI MULYADI P PEMBY. 500SAK SEMEN DRI UD HAR IJAYA AIR JOMAN;19750000.00;BCA;297;0;;08/13/12;0000-00-00 00:00:00;0;
178;2012-07-24;SETORAN TUNAI WAHYUDI TBT ;19750000.00;BCA;42;0;;08/13/12;0000-00-00 00:00:00;0;
179;2012-07-24;TRSF E-BANKING CR 2407/FTSCY/WS95011 79000000.00bayar semen pantar 2000 sakROMI ;79000000.00;BCA;0;0;;08/13/12;0000-00-00 00:00:00;0;
180;2012-07-24;SETORAN TRSF DR 8285002318 UTAMA BANGUNAN2MOTOR=1000 SAK KE DESA RAYA;40800000.00;BCA;8285;0;;08/13/12;0000-00-00 00:00:00;0;
181;2012-07-24;KR OTOMATIS LLG-CIMB NIAGA GT. RUSMIATY ;19750000.00;BCA;965;0;;08/13/12;0000-00-00 00:00:00;0;
182;2012-07-25;SETORAN KLIRING #WARKAT L:01 I:00 KLUMPANG JAYA7406;19750000.00;BCA;8115;0;;08/13/12;0000-00-00 00:00:00;0;
183;2012-07-25;SETORAN KLIRING #WARKAT L:01 I:00 PT SURBAKTI 7146 7147 7126;50400000.00;BCA;8115;0;;08/13/12;0000-00-00 00:00:00;0;
184;2012-07-25;SETORAN KLIRING #WARKAT L:01 I:00 NAGA MAS 17261808;50000000.00;BCA;8115;0;;08/13/12;0000-00-00 00:00:00;0;
185;2012-07-25;SETORAN KLIRING #WARKAT L:00 I:01 KLG;20250000.00;BCA;8285;0;;08/13/12;0000-00-00 00:00:00;0;
186;2012-07-25;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS (8002671);19875000.00;BCA;8285;0;;08/13/12;0000-00-00 00:00:00;0;
187;2012-07-25;SETORAN KLIRING #WARKAT L:01 I:00 IMMANUEL (DN01721);20000000.00;BCA;8285;0;;08/13/12;0000-00-00 00:00:00;0;
188;2012-07-25;SETORAN KLIRING #WARKAT L:00 I:01 SERBA JADI(8002800);19750000.00;BCA;8285;0;;08/13/12;0000-00-00 00:00:00;0;
189;2012-07-25;SETORAN KLIRING #WARKAT L:00 I:01 SUBUR (8022837);6750000.00;BCA;8285;1;pembayaran PL. Subur Do 02837;09/05/12;0000-00-00 00:00:00;0;
190;2012-07-25;SETORAN KLIRING #WARKAT L:00 I:01 ANDRE (8002839);19750000.00;BCA;8285;0;;08/13/12;0000-00-00 00:00:00;0;
191;2012-07-25;TRSF E-BANKING CR 2507/FTSCY/WS95011 19750000.00tk new maju jaya t.tinggi. 02715SURIANTO ;19750000.00;BCA;0;0;;08/13/12;0000-00-00 00:00:00;0;
192;2012-07-25;TRSF E-BANKING CR 07/25 75511 UD.TAS SO.02792JUNIAMAN SARAGIH;20400000.00;BCA;0;0;;08/13/12;0000-00-00 00:00:00;0;
193;2012-07-25;SETORAN TUNAI ANI JINGGA/OBOR PELUNASAN FAK JUNI 2012;335750000.00;BCA;8200;0;;08/13/12;0000-00-00 00:00:00;0;
194;2012-07-25;KR OTOMATIS LLG-MESTIKA DHARMA TJIO TJIN TJAI/CAN ;19750000.00;BCA;965;0;;08/13/12;0000-00-00 00:00:00;0;
195;2012-07-25;TRSF E-BANKING CR 07/25 80451 AMBALUTU 500 SAK FR RITONGA M ALI WARDANA RITO;20250000.00;BCA;0;0;;08/13/12;0000-00-00 00:00:00;0;
196;2012-07-25;SETORAN TUNAI MDN PL.BERKAT BARU(4549)PL.BINTAN G(BAD DEBT)UD.FUAD(BAD DEBT ;20400000.00;BCA;8115;0;;08/13/12;0000-00-00 00:00:00;0;
197;2012-07-25;KR OTOMATIS PT. Bank Mandiri ( BMRIIDJA/028417PT. ADEC ;121761500.00;BCA;998;0;;08/13/12;0000-00-00 00:00:00;0;
198;2012-07-25;KR OTOMATIS PT. Bank Mandiri ( BMRIIDJA/028499PT. ADEC ;85338500.00;BCA;998;0;;08/13/12;0000-00-00 00:00:00;0;
199;2012-07-26;KR OTOMATIS LLG-MESTIKA DHARMA TJIO TJIN TJAI / CKE BCA MEDAN ;19750000.00;BCA;965;0;;08/13/12;0000-00-00 00:00:00;0;
200;2012-07-26;SETORAN TUNAI ;20000000.00;BCA;8075;0;;08/13/12;0000-00-00 00:00:00;0;
201;2012-07-26;SETORAN TUNAI JAMILAH KSR PL NEW ERA 7562SEMEN 500 SAK;19875000.00;BCA;297;0;;08/13/12;0000-00-00 00:00:00;0;
202;2012-07-26;SETORAN TUNAI PL.LARIS JAYA 445 SAK PANTARAPL.LARI JAYA;18912000.00;BCA;8235;0;;08/13/12;0000-00-00 00:00:00;0;
203;2012-07-26;KR OTOMATIS LLG-BII THAMRIN KP JESTIN EFENDYPT. PUTRAINDO ;20250000.00;BCA;965;0;;08/13/12;0000-00-00 00:00:00;0;
204;2012-07-26;TRSF E-BANKING CR 2607/FTSCY/WS95011 19500000.00byr utk tgl 17 mar 12 (inv 5760)JOHAN WIJAYA ;19500000.00;BCA;0;0;;08/13/12;0000-00-00 00:00:00;0;
205;2012-07-26;TRSF E-BANKING CR 2607/FTSCY/WS95011 3250000.00kekurangan bayar bulan januariJOHAN WIJAYA ;3250000.00;BCA;0;0;;08/13/12;0000-00-00 00:00:00;0;
206;2012-07-27;SETORAN KLIRING #WARKAT L:00 I:01 KL RIDHA 7453;20000000.00;BCA;8115;0;;08/13/12;0000-00-00 00:00:00;0;
207;2012-07-27;SETORAN TUNAI AGUS UD PERDANAIMPOIS 7561 KSR;20000000.00;BCA;297;0;;08/13/12;0000-00-00 00:00:00;0;
208;2012-07-27;SETORAN TUNAI ZULKIFLI SEMEN 500 SAKPANGLONG LIMBUN JAYA NO IMPOIS01793 ;19875000.00;BCA;8285;0;;08/13/12;0000-00-00 00:00:00;0;
209;2012-07-27;SETORAN TUNAI IRWANSYAH ;40000000.00;BCA;8200;0;;08/13/12;0000-00-00 00:00:00;0;
210;2012-07-27;SETORAN TUNAI KHAIRUDDIN SEMEN 500 SAK PELANGI MAS;20000000.00;BCA;8285;0;;08/13/12;0000-00-00 00:00:00;0;
211;2012-07-27;KR OTOMATIS LLG-MESTIKA DHARMA SAUDARA JAYA /EKO ;19750000.00;BCA;965;0;;08/13/12;0000-00-00 00:00:00;0;
212;2012-07-23;PANGLONG SUMATERA Setor Tunai;24682000.00;Mandiri;;0;;08/13/12;0000-00-00 00:00:00;0;
213;2012-07-23;1000 ZAK SEMEN @40 KG Setor Tunai;42000000.00;Mandiri;;0;;08/13/12;0000-00-00 00:00:00;0;
214;2012-07-25;BG 616911-0190075 PANINBANK MEDANSetor Kliring 10616911 ;20000000.00;Mandiri;;0;;08/13/12;0000-00-00 00:00:00;0;
215;2012-07-25;EVANSetor Tunai;43250000.00;Mandiri;;0;;08/13/12;0000-00-00 00:00:00;0;
216;2012-07-26;1000 ZAK SEMEN @40Setor Tunai;42000000.00;Mandiri;;1;Setor Tunai PL. Surbakti DO 7403,7424;dani;10/23/12 09:26 PM;0;
217;2012-07-27;PANGLONG SUMATERA Setor Tunai;21500000.00;Mandiri;;1;PANGLONG SUMATERA Setor Tunai Do 7416;dani;10/23/12 09:27 PM;0;
218;2012-07-30;SETORAN KLIRING #WARKAT L:01 I:00 KL MEGA BLOK6139;19500000.00;BCA;8115;0;;08/13/12;0000-00-00 00:00:00;0;
219;2012-07-30;SETORAN KLIRING #WARKAT L:01 I:00 NAGA MAS 2667 2712 2749 2840;68500000.00;BCA;8115;0;;08/13/12;0000-00-00 00:00:00;0;
220;2012-07-30;SETORAN KLIRING #WARKAT L:01 I:00 KL KLUMPANG JAYA 7461;19750000.00;BCA;8115;0;;08/13/12;0000-00-00 00:00:00;0;
221;2012-07-30;SETORAN KLIRING #WARKAT L:00 I:01 KL SY.MDR SUMBER ILHAM CBO;19875000.00;BCA;8115;0;;08/13/12;0000-00-00 00:00:00;0;
222;2012-07-30;SETORAN KLIRING #WARKAT L:01 I:00 KL SS JAYA 7503;19750000.00;BCA;8115;0;;08/13/12;0000-00-00 00:00:00;0;
223;2012-07-30;SETORAN KLIRING #WARKAT L:01 I:00 PERMATA INDAH2915;20000000.00;BCA;8115;0;;08/13/12;0000-00-00 00:00:00;0;
224;2012-07-30;SETORAN KLIRING #WARKAT L:01 I:00 PT NANDA NINDI2659;19750000.00;BCA;8115;0;;08/13/12;0000-00-00 00:00:00;0;
225;2012-07-30;SETORAN KLIRING #WARKAT L:01 I:00 KARUNIA JAYA2543;19875000.00;BCA;8115;0;;08/13/12;0000-00-00 00:00:00;0;
226;2012-07-30;SETORAN KLIRING #WARKAT L:00 I:01 SUBUR (8002684);19750000.00;BCA;8285;0;;08/13/12;0000-00-00 00:00:00;0;
227;2012-07-30;SETORAN KLIRING #WARKAT L:00 I:01 KARUNIA JAYA(8002718);19750000.00;BCA;8285;0;;08/13/12;0000-00-00 00:00:00;0;
228;2012-07-30;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS (02730);19875000.00;BCA;8285;0;;08/13/12;0000-00-00 00:00:00;0;
229;2012-07-30;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS(8002714;19875000.00;BCA;8285;0;;08/13/12;0000-00-00 00:00:00;0;
230;2012-07-30;TRSF E-BANKING CR 2807/FTSCY/WS95011 19750000.00do.02868(BK8027DI) ud.martimbul-ksrSUMARDI CHANDRA ;19750000.00;BCA;0;0;;08/13/12;0000-00-00 00:00:00;0;
231;2012-07-30;SETORAN TUNAI SARDJANA PANGLONG IQBALJAYA D/O 7446;19750000.00;BCA;8195;0;;08/13/12;0000-00-00 00:00:00;0;
232;2012-07-30;SETORAN TUNAI JIMMY H PEMBELIAN SEMEN500 SAK;20750000.00;BCA;8115;0;;08/13/12;0000-00-00 00:00:00;0;
233;2012-07-30;KR OTOMATIS LLG-MESTIKA DHARMA SHELLYPEMBAYARAN 1000 SA K SEMEN PANTARA/02;39500000.00;BCA;965;0;;08/13/12;0000-00-00 00:00:00;0;
234;2012-07-30;KR OTOMATIS LLG-MESTIKA DHARMA SAUDARA JAYA KISAR ;19750000.00;BCA;965;0;;08/13/12;0000-00-00 00:00:00;0;
235;2012-07-30;SETORAN TUNAI BAKRI CV ANUGRAH JAYAKSR;20000000.00;BCA;297;0;;08/13/12;0000-00-00 00:00:00;0;
236;2012-07-30;TRSF E-BANKING CR 3007/FTSCY/WS95011 39500000.00bayar 1000 sak sem en dr tiga saudaraROMI ;39500000.00;BCA;0;0;;08/13/12;0000-00-00 00:00:00;0;
237;2012-07-30;KR OTOMATIS LLG-DANAMON KEBON EDY ANTODuniaco kis (02816 02815);39500000.00;BCA;965;0;;08/13/12;0000-00-00 00:00:00;0;
238;2012-07-30;KR OTOMATIS LLG-CIMB NIAGA GT. RUSMIATYD/RUSMIATY US KERA SAAN BCA HM YAMIN;19750000.00;BCA;965;0;;08/13/12;0000-00-00 00:00:00;0;
239;2012-07-30;TRSF E-BANKING CR 3007/FTSCY/WS95011 19750000.00UD Bangun Sari DAHNIAR;19750000.00;BCA;0;0;;08/13/12;0000-00-00 00:00:00;0;
240;2012-07-31;SETORAN KLIRING #WARKAT L:01 I:00 ANUGRAH KLUMPANG 7380;19750000.00;BCA;8115;0;;08/13/12;0000-00-00 00:00:00;0;
241;2012-07-31;SETORAN KLIRING #WARKAT L:01 I:00 KENCANAAGUNG740073517504736472;217250000.00;BCA;8115;0;;08/13/12;0000-00-00 00:00:00;0;
242;2012-07-31;SETORAN KLIRING #WARKAT L:00 I:01 KARUNIA JAYA(8002778);19750000.00;BCA;8285;0;;08/13/12;0000-00-00 00:00:00;0;
243;2012-07-31;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS (8002769);19875000.00;BCA;8285;0;;08/13/12;0000-00-00 00:00:00;0;
244;2012-07-31;SETORAN KLIRING #WARKAT L:00 I:01 MANDIRI JAYA(8002774);19875000.00;BCA;8285;0;;08/13/12;0000-00-00 00:00:00;0;
245;2012-07-31;TRSF E-BANKING CR 31/07WSID:02921 LIM KIM KAI ;19750000.00;BCA;0;0;;08/13/12;0000-00-00 00:00:00;0;
246;2012-07-31;KR OTOMATIS BANK MESTIKA MEDHIDS1/016049HERWIN/UTAMA BANGU ;390000000.00;BCA;998;0;;08/13/12;0000-00-00 00:00:00;0;
247;2012-07-31;KR OTOMATIS LLG-MESTIKA DHARMA TJIO TJIN TJAI / CBCA MEDAN ;19750000.00;BCA;965;0;;08/13/12;0000-00-00 00:00:00;0;
248;2012-07-31;SETORAN TUNAI IDWAN PT ROY GROUP(2973);16500000.00;BCA;8115;0;;08/13/12;0000-00-00 00:00:00;0;
249;2012-08-01;SETORAN KLIRING #WARKAT L:01 I:00 PT NANDA NINDI2819;19750000.00;BCA;8115;1;pembayaran PL. Nanda nindi So02819;08/14/12;0000-00-00 00:00:00;0;
250;2012-08-01;SETORAN KLIRING #WARKAT L:01 I:00 ANDI JAYA 2898;19750000.00;BCA;8115;1;pembayaran Pl. Andi jaya 02898;08/14/12;0000-00-00 00:00:00;0;
251;2012-08-01;SETORAN KLIRING #WARKAT L:01 I:00 SS JAYA 2794;19750000.00;BCA;8115;1;pembayaran PL. SS jaya 02794;08/14/12;0000-00-00 00:00:00;0;
252;2012-08-01;SETORAN KLIRING #WARKAT L:01 I:00 SS JAYA 2857;19750000.00;BCA;8115;1;pembayaran PL. SS jaya 02857;08/14/12;0000-00-00 00:00:00;0;
253;2012-08-01;SETORAN KLIRING #WARKAT L:01 I:00 HARI JAYA 2799;19750000.00;BCA;8115;1;pembayaran PL. Hanjaya 02799;08/14/12;0000-00-00 00:00:00;0;
254;2012-08-01;SETORAN KLIRING #WARKAT L:01 I:00 SABAR MULIA2807;19750000.00;BCA;8115;1;pembayaran PL. sabar mulia 02807;08/14/12;0000-00-00 00:00:00;0;
255;2012-08-01;SETORAN KLIRING #WARKAT L:00 I:01 SINAR TERANG(02743);20750000.00;BCA;8285;1;pembayaran PL. Sinar terang 02743;08/14/12;0000-00-00 00:00:00;0;
256;2012-08-01;SETORAN KLIRING #WARKAT L:00 I:01 HARAPAN JAYA(02736);10000000.00;BCA;8285;1;pembayaran PL. Harapan jaya 02736;08/14/12;0000-00-00 00:00:00;0;
257;2012-08-01;SETORAN KLIRING #WARKAT L:00 I:01 SERBA JADI(S0028870;19750000.00;BCA;8285;1;pembayaran PL. serba jadi 02887;08/14/12;0000-00-00 00:00:00;0;
258;2012-08-01;SETORAN KLIRING #WARKAT L:00 I:01 SERBA JADI(S002886);19750000.00;BCA;8285;1;pembayaran PL. serba jadi 02886;08/14/12;0000-00-00 00:00:00;0;
259;2012-08-01;SETORAN TUNAI SIMALUNGUN TRAS ;120000000.00;BCA;8255;1;pembelian DO PL. Simalungun traso;08/14/12;0000-00-00 00:00:00;0;
260;2012-08-01;TRSF E-BANKING CR 08/01 80451 SEMEN 500 SAK UTKAFD 3 RITONGA M ALI WARDANA RITO;21250000.00;BCA;0;1;pembayaran Pl. Karya andalan SO02932;08/14/12;0000-00-00 00:00:00;0;
261;2012-08-01;TRSF E-BANKING CR 0108/FTSCY/WS95011 39500000.00lunas 1000 semen dari tiga saudaraROMI ;39500000.00;BCA;0;1;pembayaran PL. Tiga saudara 02910, 02888;08/14/12;0000-00-00 00:00:00;0;
262;2012-08-02;SETORAN KLIRING #WARKAT L:01 I:00 STR KLG TTPAN;19900000.00;BCA;8115;0;;08/13/12;0000-00-00 00:00:00;0;
263;2012-08-02;SETORAN KLIRING #WARKAT L:00 I:01 BIMA MAJU(8002914);20250000.00;BCA;8285;1;pembayaran PL. Bima maju 02914;08/14/12;0000-00-00 00:00:00;0;
264;2012-08-02;SETORAN KLIRING #WARKAT L:01 I:00 ABANG ADEK(8002789);20000000.00;BCA;8285;1;pembayaran PL. abang adek 02789;08/14/12;0000-00-00 00:00:00;0;
265;2012-08-02;TRSF E-BANKING CR 0208/FTSCY/WS95011 19750000.00tk new maju jaya t.tinggi.02821.SURIANTO ;19750000.00;BCA;0;1;pembayaran PL. Maju jaya  02821;08/14/12;0000-00-00 00:00:00;0;
266;2012-08-02;SETORAN TUNAI JAMILAH SEMEN 500 SAKPL ANTARA JAYA 02650KSR ;20000000.00;BCA;297;1;pembayaran PL. antara jaya 02650;08/14/12;0000-00-00 00:00:00;0;
267;2012-08-02;SETORAN TUNAI BANI UD.BANI ;19875000.00;BCA;8255;1;pembayaran UD. Bani 02832;08/14/12;0000-00-00 00:00:00;0;
268;2012-08-02;SETORAN TUNAI SUSILAWATY PBY SEMEN 2000SAK DARI KALI JA TI;81000000.00;BCA;175;1;pembayaran PL. Kali jati 7429, 02720-1,02573,02934;08/14/12;0000-00-00 00:00:00;0;
269;2012-08-02;KR OTOMATIS LLG-MESTIKA DHARMA SHELLYPEMBAYARAN 500 SAK SEMEN PANTARA 029;19750000.00;BCA;965;1;pembayaran PL. Cahaya baru 02993;08/14/12;0000-00-00 00:00:00;0;
270;2012-08-02;TRSF E-BANKING CR 0208/FTSCY/WS95011 19750000.00do.02926/BK8621EA dr ud.martimbul-ksSUMARDI CHANDRA ;19750000.00;BCA;0;1;pembayaran UD. Martimbul 02926;08/14/12;0000-00-00 00:00:00;0;
271;2012-08-02;TRSF E-BANKING CR 08/02 95031 PL PURSIDAPINTA RONITTO SITA;19750000.00;BCA;0;1;pembayaran PL. Pursida 03048;08/14/12;0000-00-00 00:00:00;0;
272;2012-08-02;KR OTOMATIS PT BANK SUMUT MEDA PDSUIDJ1/012310HIRMA SIHOTANG ;18750000.00;BCA;998;1;pembayaran PL. Nirma 03057;08/14/12;0000-00-00 00:00:00;0;
273;2012-08-02;SETORAN TUNAI PL.USAHA ADEK 500SAK SEMEN PL.USAHA ADEK;20875000.00;BCA;8235;1;pembayaran PL. Usaha adek 7393;08/14/12;0000-00-00 00:00:00;0;
274;2012-08-02;SETORAN TUNAI PL.HARAPAN BARU PL.HARAPAN BARU500SAK;21125000.00;BCA;8235;1;pembayaran PL. Harapan baru 02634;08/14/12;0000-00-00 00:00:00;0;
275;2012-08-02;KR OTOMATIS LLG-BRI KCK SUDIRM UD LINSAPT GUNUNG PANTARA BARISAN MEDAN 8115;17100000.00;BCA;965;1;pembayaran PL. Linsa 02734;08/14/12;0000-00-00 00:00:00;0;
276;2012-08-03;SETORAN KLIRING #WARKAT L:01 I:00 KLG USAHA MAKMUR LAUT (1799);19750000.00;BCA;8115;1;pembayaran Pl. Usaha makmur laut DN1799;08/14/12;0000-00-00 00:00:00;0;
277;2012-08-03;SETORAN KLIRING #WARKAT L:00 I:01 KLUMPANG JAYA(DN01709);20000000.00;BCA;8285;1;pembayaran PL. Klumpang jaya DN01709;08/14/12;0000-00-00 00:00:00;0;
278;2012-08-03;SETORAN KLIRING #WARKAT L:00 I:01 INDOMAS(S002805);19875000.00;BCA;8285;1;pembayaran PL. Indomas 02805;08/14/12;0000-00-00 00:00:00;0;
279;2012-08-03;SETORAN KLIRING #WARKAT L:00 I:01 PL 78(02939);20250000.00;BCA;8285;1;pembayaran PL. 78 02939;08/14/12;0000-00-00 00:00:00;0;
280;2012-08-03;SETORAN TUNAI PL BERKAT 1000 SAK SEMENPL B.U.T;41700000.00;BCA;8235;1;pembayaran PL. Berkat usaha tani 6815, 7415;08/14/12;0000-00-00 00:00:00;0;
281;2012-08-03;SETORAN TUNAI AGUS UD PERDANAKSR;20000000.00;BCA;297;1;pembayaran PL. Perdana jaya 02676;08/14/12;0000-00-00 00:00:00;0;
282;2012-08-03;SETORAN TUNAI SUNGGUL RINALDI PMBAYARAN SEMEN500 SAK;19500000.00;BCA;8000;1;pembayaran PL. Bahagia jaya 02972;08/14/12;0000-00-00 00:00:00;0;
283;2012-08-03;SETORAN TUNAI SUMAR SEMEN 500 SAK PANGLONG REZA MA SIPR ;20000000.00;BCA;8285;1;pembayaran PL. Reza mas 02705;08/14/12;0000-00-00 00:00:00;0;
284;2012-08-03;SETORAN TUNAI JAMILAH SEMEN 500 SAKPL JASA LAUT 02752;19875000.00;BCA;8285;1;pembayaran PL. Jasa laut 02752;08/14/12;0000-00-00 00:00:00;0;
285;2012-08-03;SETORAN TUNAI ;20250000.00;BCA;349;1;pembayaran Zam-zam 03053;08/14/12;0000-00-00 00:00:00;0;
286;2012-08-03;TRSF E-BANKING CR 0308/FTSCY/WS95011 95000000.00tetap jaya DO 5000sakRAMAWATY ;95000000.00;BCA;0;1;pembelian DO PL. Tetap jaya tbt 03389,03397,03483,03593;dani;10/24/12 08:27 PM;0;
287;2012-08-03;TRSF E-BANKING CR 0308/FTSCY/WS95011 39500000.00lunas 1000 sak dar tiga saudaraROMI ;39500000.00;BCA;0;1;pembayaran PL. Tiga saudara 02942, 03034;08/14/12;0000-00-00 00:00:00;0;
